Year,Month,Day,SiteName,SiteCode,PlotNumber,Species_Code,Count,Cover
2009,July,,Naiman,5,NT5Q3,ChAcc,92,25
2009,July,,Naiman,5,NT5Q3,Bassia,79,20
2009,July,,Naiman,5,NT5Q3,Salsola,82,20
2009,July,,Naiman,5,NT5Q3,CorMac,1,1
2009,July,,Naiman,5,NT5Q4,ChAcc,92,20
2009,July,,Naiman,5,NT5Q4,Bassia,2,1
2009,July,,Naiman,5,NT5Q4,Salsola,102,80
2009,July,,Naiman,5,NT5Q5,ChAcc,37,10
2009,July,,Naiman,5,NT5Q5,Salsola,48,10
2009,July,,Naiman,5,NT5Q5,Qforb1,4,15
2009,July,,Naiman,5,NT5Q5,MR,1,95
2009,July,,Naiman,6,NT6Q1,Salsola,42,20
2009,July,,Naiman,6,NT6Q1,Euphhed,64,30
2009,July,,Naiman,6,NT6Q1,CorMac,44,20
2009,July,,Naiman,6,NT6Q1,Bassia,20,5
2009,July,,Naiman,6,NT6Q1,Cyncthes,1,8
2009,July,,Naiman,6,NT6Q1,Qforb2,3,4
2009,July,,Naiman,6,NT6Q1,setaria,13,5
2009,July,,Naiman,6,NT6Q2,Salsola,55,5
2009,July,,Naiman,6,NT6Q2,Euphhed,40,25
2009,July,,Naiman,6,NT6Q2,Bassia,22,5
2009,July,,Naiman,6,NT6Q2,Equis,5,20
2009,July,,Naiman,6,NT6Q3,Salsola,7,3
2009,July,,Naiman,6,NT6Q3,Bassia,12,5
2009,July,,Naiman,6,NT6Q3,setaria,18,15
2009,July,,Naiman,6,NT6Q3,LD,3,75
2009,July,,Naiman,6,NT6Q3,Euph.A,2,5
2009,July,,Naiman,6,NT6Q4,Salsola,78,15
2009,July,,Naiman,6,NT6Q4,Bassia,28,5
2009,July,,Naiman,6,NT6Q4,setaria,2,2
2009,July,,Naiman,6,NT6Q4,TT,3,2
2009,July,,Naiman,6,NT6Q4,LD,2,50
2009,July,,Naiman,6,NT6Q4,Euph.A,15,8
2009,July,,Naiman,6,NT6Q4,CorMac,6,4
2009,July,,Naiman,6,NT6Q4,Cyncthes,2,3
2009,July,,Naiman,6,NT6Q5,Salsola,6,5
2009,July,,Naiman,6,NT6Q5,Euph.A,38,15
2009,July,,Naiman,6,NT6Q5,setaria,9,40
2009,July,,Naiman,6,NT6Q5,Cyncthes,1,1
2009,July,,Naiman,7,NT7Q1,ChAcc,62,20
2009,July,,Naiman,7,NT7Q1,Salsola,58,25
2009,July,,Naiman,7,NT7Q1,CM,2,25
2009,July,,Naiman,7,NT7Q1,setaria,34,25
2009,July,,Naiman,7,NT7Q1,Arisads,20,15
2009,July,,Naiman,7,NT7Q1,EP,1,1
2009,July,,Naiman,7,NT7Q2,Salsola,92,15
2009,July,,Naiman,7,NT7Q2,Bassia,15,5
2009,July,,Naiman,7,NT7Q2,Euph.A,32,15
2009,July,,Naiman,7,NT7Q2,CorMac,18,5
2009,July,,Naiman,7,NT7Q2,Cyncthes,3,10
2009,July,,Naiman,7,NT7Q2,Equis,1,8
2009,July,,Naiman,7,NT7Q2,Arisads,40,20
2009,July,,Naiman,7,NT7Q2,setaria,4,4
2009,July,,Naiman,7,NT7Q3,Salsola,43,10
2009,July,,Naiman,7,NT7Q3,Euph.A,36,25
2009,July,,Naiman,7,NT7Q3,Cormac,20,12
2009,July,,Naiman,7,NT7Q3,Bassia,2,2
2009,July,,Naiman,7,NT7Q3,Arisads,40,10
2009,July,,Naiman,7,NT7Q3,Cyncthes,1,2
2009,July,,Naiman,7,NT7Q3,setaria,2,4
2009,July,,Naiman,7,NT7Q4,Salsola,6,10
2009,July,,Naiman,7,NT7Q4,setaria,6,25
2009,July,,Naiman,7,NT7Q4,CorMac,2,4
2009,July,,Naiman,7,NT7Q4,Cyncthes,4,10
2009,July,,Naiman,7,NT7Q4,LD,1,15
2009,July,,Naiman,7,NT7Q4,Euph.A,6,6
2009,July,,Naiman,7,NT7Q5,Salsola,2,10
2009,July,,Naiman,7,NT7Q5,setaria,9,85
2009,July,,Naiman,7,NT7Q5,Euph.A,6,15
2009,July,,Naiman,7,NT7Q5,EP,1,1
2009,July,,Naiman,8,NT8Q1,Salsola,16,8
2009,July,,Naiman,8,NT8Q1,setaria,41,25
2009,July,,Naiman,8,NT8Q1,Qforb2,32,25
2009,July,,Naiman,8,NT8Q1,Euph.A,48,30
2009,July,,Naiman,8,NT8Q1,Cyncthes,2,15
2009,July,,Naiman,8,NT8Q1,CorMac,2,2
2009,July,,Naiman,8,NT8Q2,QL3,3,100
2009,July,,Naiman,8,NT8Q2,setaria,1,10
2009,July,,Naiman,8,NT8Q2,Salsola,10,30
2009,July,,Naiman,8,NT8Q2,Bassia,7,5
2009,July,,Naiman,8,NT8Q2,CorMac,2,2
2009,July,,Naiman,8,NT8Q2,Cyncthes,2,3
2009,July,,Naiman,8,NT8Q3,Salsola,19,12
2009,July,,Naiman,8,NT8Q3,Bassia,10,3
2009,July,,Naiman,8,NT8Q3,setaria,12,5
2009,July,,Naiman,8,NT8Q3,Arisads,4,2
2009,July,,Naiman,8,NT8Q3,Euph.A,1,1
2009,July,,Naiman,8,NT8Q3,CorMac,8,10
2009,July,,Naiman,8,NT8Q3,AH,5,20
2009,July,,Naiman,8,NT8Q3,Cyncthes,4,3
2009,July,,Naiman,8,NT8Q4,Salsola,3,2
2009,July,,Naiman,8,NT8Q4,Euph.A,19,20
2009,July,,Naiman,8,NT8Q4,Cyncthes,1,5
2009,July,,Naiman,8,NT8Q4,AH,1,90
2009,July,,Naiman,8,NT8Q4,setaria,18,20
2009,July,,Naiman,8,NT8Q4,Dodder,1,3
2009,July,,Naiman,8,NT8Q5,MR,1,25
2009,July,,Naiman,8,NT8Q5,Salsola,17,5
2009,July,,Naiman,8,NT8Q5,Bassia,71,12
2009,July,,Naiman,8,NT8Q5,Cormac,20,10
2009,July,,Naiman,8,NT8Q5,setaria,16,10
2009,July,,Naiman,9,NT9Q1,MR,1,45
2009,July,,Naiman,9,NT9Q1,Salsola,8,5
2009,July,,Naiman,9,NT9Q1,Bassia,17,5
2009,July,,Naiman,9,NT9Q1,Euph.A,26,20
2009,July,,Naiman,9,NT9Q1,setaria,23,20
2009,July,,Naiman,9,NT9Q2,LD,1,45
2009,July,,Naiman,9,NT9Q2,Salsola,80,20
2009,July,,Naiman,9,NT9Q2,Bassia,104,25
2009,July,,Naiman,9,NT9Q2,Euph.A,18,15
2009,July,,Naiman,9,NT9Q3,CM,1,25
2009,July,,Naiman,9,NT9Q3,Salsola,18,50
2009,July,,Naiman,9,NT9Q3,Bassia,1,1
2009,July,,Naiman,9,NT9Q3,ChenAC,1,1
2009,July,,Naiman,9,NT9Q3,setaria,1,1
2009,July,,Naiman,9,NT9Q3,Euph.A,2,1
2009,July,,Naiman,9,NT9Q4,Salsola,65,10
2009,July,,Naiman,9,NT9Q4,ChAcc,115,65
2009,July,,Naiman,9,NT9Q5,Salsola,38,20
2009,July,,Naiman,9,NT9Q5,Bassia,12,5
2009,July,,Naiman,9,NT9Q5,setaria,15,45
2009,July,,Naiman,9,NT9Q5,CM,1,40
2009,July,,Naiman,9,NT9Q5,ChAcc,1,10
2009,July,,Naiman,10,NT10Q1,Salsola,132,25
2009,July,,Naiman,10,NT10Q1,Portulaca,13,10
2009,July,,Naiman,10,NT10Q1,Bassia,5,3
2009,July,,Naiman,10,NT10Q1,CorMac,3,10
2009,July,,Naiman,10,NT10Q1,setaria,16,10
2009,July,,Naiman,10,NT10Q1,Euph.A,10,12
2009,July,,Naiman,10,NT10Q2,Cyncthes,3,20
2009,July,,Naiman,10,NT10Q2,setaria,4,8
2009,July,,Naiman,10,NT10Q2,Erogpoa,9,20
2009,July,,Naiman,10,NT10Q2,Salsola,1,1
2009,July,,Naiman,10,NT10Q2,CM,1,25
2009,July,,Naiman,10,NT10Q2,QG1,4,15
2009,July,,Naiman,10,NT10Q2,QG2,1,1
2009,July,,Naiman,10,NT10Q3,Salsola,150,40
2009,July,,Naiman,10,NT10Q3,CorMac,4,10
2009,July,,Naiman,10,NT10Q3,ChAcc,1,1
2009,July,,Naiman,10,NT10Q3,setaria,4,4
2009,July,,Naiman,10,NT10Q4,Salsola,98,40
2009,July,,Naiman,10,NT10Q4,Bassia,18,5
2009,July,,Naiman,10,NT10Q4,setaria,7,10
2009,July,,Naiman,10,NT10Q4,LD,1,15
2009,July,,Naiman,10,NT10Q4,Cormac,21,5
2009,July,,Naiman,10,NT10Q5,Salsola,259,60
2009,July,,Naiman,10,NT10Q5,Bassia,82,15
2009,July,,Naiman,10,NT10Q5,ChAcc,1,1
2009,July,,Naiman,11,NT11Q1,Salsola,67,45
2009,July,,Naiman,11,NT11Q1,CorMac,5,4
2009,July,,Naiman,11,NT11Q1,setaria,14,20
2009,July,,Naiman,11,NT11Q2,Salsola,94,50
2009,July,,Naiman,11,NT11Q2,CorMac,5,5
2009,July,,Naiman,11,NT11Q2,Setaria,39,15
2009,July,,Naiman,11,NT11Q3,Salsola,65,25
2009,July,,Naiman,11,NT11Q3,CorMac,11,20
2009,July,,Naiman,11,NT11Q3,Bassia,5,4
2009,July,,Naiman,11,NT11Q3,setaria,2,10
2009,July,,Naiman,11,NT11Q3,Euph.A,3,8
2009,July,,Naiman,11,NT11Q4,Salsola,70,20
2009,July,,Naiman,11,NT11Q4,CorMac,5,10
2009,July,,Naiman,11,NT11Q4,Bassia,36,12
2009,July,,Naiman,11,NT11Q4,LD,1,15
2009,July,,Naiman,11,NT11Q4,setaria,4,2
2009,July,,Naiman,11,NT11Q5,Salsola,33,35
2009,July,,Naiman,11,NT11Q5,Bassia,26,18
2009,July,,Naiman,11,NT11Q5,LD,1,25
2009,July,,Naiman,11,NT11Q5,TT,2,2
2009,July,,Naiman,12,NT12Q1,setaria,1,1
2009,July,,Naiman,12,NT12Q1,Salsola,2,1
2009,July,,Naiman,12,NT12Q1,CorMac,10,3
2009,July,,Naiman,12,NT12Q1,Cyncthes,1,2
2009,July,,Naiman,12,NT12Q1,AH,3,45
2009,July,,Naiman,12,NT12Q2,AH,3,20
2009,July,,Naiman,12,NT12Q2,Salsola,11,3
2009,July,,Naiman,12,NT12Q2,CorMac,7,2
2009,July,,Naiman,12,NT12Q2,Bassia,1,0.5
2009,July,,Naiman,12,NT12Q2,setaria,2,1
2009,July,,Naiman,12,NT12Q3,Salsola,39,15
2009,July,,Naiman,12,NT12Q3,CorMac,10,18
2009,July,,Naiman,12,NT12Q3,Bassia,6,3
2009,July,,Naiman,12,NT12Q3,AH,2,10
2009,July,,Naiman,12,NT12Q3,setaria,10,6
2009,July,,Naiman,12,NT12Q3,LD,1,5
2009,July,,Naiman,12,NT12Q4,Salsola,80,20
2009,July,,Naiman,12,NT12Q4,Bassia,14,5
2009,July,,Naiman,12,NT12Q4,CorMac,2,6
2009,July,,Naiman,12,NT12Q4,setaria,1,1
2009,July,,Naiman,12,NT12Q5,Salsola,200,35
2009,July,,Naiman,12,NT12Q5,Bassia,19,5
2009,July,,Naiman,12,NT12Q5,CorMac,2,2
2009,July,,Naiman,12,NT12Q5,setaria,13,6
